CPU utilization for five seconds: 3%/1%; one minute: 1%; five minutes: 1%
 PID QTy       PC Runtime (ms)    Invoked   uSecs    Stacks TTY Process
 346 Mwe 7FB213E75738            0          1       023424/24000  0 RETRY_REPOPULATE
 347 Lwe 7FB20F6E580C            0          2       022976/24000  0 XDR FOF process 
 348 Mwe 7FB214441746            0          2       023392/24000  0 BD Route Msg Hol
 349 Mwe 7FB214441935            0          1       023392/24000  0 BD Route Rx Proc
 350 Mwe 7FB2144455D4            0          2       022944/24000  0 BD MACSEC HA    
 351 Mwe 7FB2144483D1            0          2       022944/24000  0 BD MACSEC HA CHK
 352 Mwe 7FB21331D24D            0          2       021920/24000  0 L2FIB Event Disp
 353 Mwe 7FB21473C7A1            0          2       023360/24000  0 STP HA IPC flow 
 354 Mwe 7FB214804C30            0          1       023312/24000  0 IGMPQR          
 355 Mwe 7FB214839AAE            0          1       023344/24000  0 AAA HA          
 356 Mwe 7FB2148399CE            0          1       022848/24000  0 AAA HA cleanup  
 357 Mwe 7FB21483F012            0          1       023392/24000  0 ac_atm_state_eve
 358 Mwe 7FB21484A502            0          1       023392/24000  0 ac_atm_mraps_hsp
 359 Mwe 7FB212E7D351            0          1       023312/24000  0 AC HA Bulk Sync 
 360 Mwe 7FB2148A6330            0          1       046560/48000  0 ATM HA          
 361 Mwe 7FB2148A465D            0          2       023376/24000  0 ATM HA IPC flow 
 362 Mwe 7FB2148B3269            0          1       023392/24000  0 ATM HA AC       
 363 Mwe 7FB2148C5151            0          1       023328/24000  0 BFD HA          
 364 Mwe 7FB214A457D7            0          1       023360/24000  0 FR HA           
 365 Mwe 7FB214A5FFF9            0          2       023360/24000  0 GLBP HA         
 366 Mwe 7FB214A81479            0          2       023360/24000  0 HSRP HA         
 367 Mwe 7FB214B0BB38      1729549  102442716      1622912/24000  0 Inspect process 
 368 Mwe 7FB20E63E07E            0          1       094368/96000  0 LICENSE AGENT   
 369 Mwe 7FB217E5E3C2       176931   12807440      1346928/48000  0 IP SIP Process  
 370 Mwe 7FB2109FE052            0          1       046896/48000  0 MRIB RP Proxy   
 371 Mwe 7FB214D19674            0          1       023344/24000  0 IPv6 ACL RP Proc
 372 Mwe 7FB215160FC3            0          2       023376/24000  0 Netsync IPC flow
 373 Mwe 7FB212E18CF5            0          2       022928/24000  0 PPPoE VRRS EVT M
 374 Mwe 7FB2153F737B            0          1       047376/48000  0 RG If-Mgr Timer 
 375 Cwe 7FB2153FD6D0            0          2       046912/48000  0 RG Media Timer  
 376 Mwe 7FB217115505            1          4     25046912/48000  0 MCPRP RG Timer  
 377 Mwe 7FB216970215            0          2       022928/24000  0 URL filter proc 
 378 Mwe 7FB212E7D351            0          1       023360/24000  0 VFI HA Bulk Sync
 379 Mwe 7FB212E7D351            0          1       023360/24000  0 XC RIB HA Bulk S
 380 Mwe 7FB212E7D351            0          1       023360/24000  0 XC BGP SIG RIB H
 381 Mwe 7FB2169B4B84            0          1       023408/24000  0 VPDN CCM Backgro
 382 Mwe 7FB2169BB679            0          2       023360/24000  0 VRRP HA         
 383 Mwe 7FB2169C0B7C            0          2       023344/24000  0 VTEMPLATE IPC fl
 384 Mwe 7FB2173601BF            0         10       022544/24000  0 CEM PROC        
 385 Mwe 7FB21737BB3B            0          1       023344/24000  0 CEM HA          
 386 Mwe 7FB21738FC6A            0          1       023392/24000  0 CEM HA AC       
 387 Mwe 7FB212E18CF5            0          2       010928/12000  0 L2X Switching Ev
 388 Lwe 7FB217DADEF2            0          1       023408/24000  0 Probe Input     
 389 Mwe 7FB217E4A3D9            0          2       046944/48000  0 IP Inband Sessio
 390 Mwe 7FB217ECC0F3            0          1       022736/24000  0 DHCP SIP        
 391 Mwe 7FB217FB12C3       204032   13111661      1546944/48000  0 FRR Manager     
 392 Mwe 7FB2180E2943            0          1       023328/24000  0 MFI Comm RP Proc
 393 Lwe 7FB21810AB59            0          1       047296/48000  0 Path set broker 
 394 Lwe 7FB218031021            0          1       047264/48000  0 LFD Label Block 
 395 Mwe 7FB21331D24D            0          1       021968/24000  0 LDP HA          
 396 Mwe 7FB21814125D            0          2       022896/24000  0 MPLS VPN HA Clie
 397 Mwe 7FB21814B7BE            0          2       022880/24000  0 TSPTUN HA       
 398 Mwe 7FB218161232            0          1       046544/48000  0 RSVP HA Services
 399 Mwe 7FB2181727F9            0          2       022896/24000  0 TE NSR OOS DB Pr
 400 Mwe 7FB218174038            0          2       022880/24000  0 MPLS TP HA      
 401 Mwe 7FB212E7D351            0          1       023312/24000  0 AToM HA Bulk Syn
 402 Mwe 7FB218177F37            0          1       023408/24000  0 AToM MGR HA IPC 
 403 Mwe 7FB218616941            0          3       020848/24000  0 LFDp Input Proc 
 404 Mwe 7FB20EE1157D            0          2       022944/24000  0 AAA Cached Serve
 405 Mwe 7FB20FF5172A            0          2       022944/24000  0 ENABLE AAA      
 406 Mwe 7FB20FF7452E            0          1       023408/24000  0 EM Background Pr
 407 Mwe 7FB21077C71F            0          3       046800/48000  0 LDAP process    
 408 Mwe 7FB2111428A1            0          1       047392/48000  0 Opaque Database 
 409 Mwe 7FB21150B744            0          1       023408/24000  0 Key chain liveke
 410 Mwe 7FB2115C228A            0          2       022944/24000  0 LINE AAA        
 411 Mwe 7FB2115D8754            0          6       046064/48000  0 LOCAL AAA       
 412 Mwe 7FB20EBBB60B            0          1       023360/24000  0 BGP VA          
 413 Mwe 7FB212D64084         5559     104616      5345464/48000  0 TPLUS           
 414 Mwe 7FB213619952            0          3       029600/32000  0 EST Client      
 415 Lsi 7FB2138CCF76         3760      29145     12921112/24000  0 NIST rng proc   
 416 Lwe 7FB213A95D49            2        146      1326040/36000  0 DynCmd Package P
 417 Mwe 7FB21331D24D     22862778  819551698      2721936/24000  0 MMA DB TIMER    
 418 Mwe 7FB2175EA98E            0          2       022720/24000  0 FLEX DSPRM MAIN 
 419 Mwe 7FB2178F2E44            0          2       022944/24000  0 VSP_MGR         
 420 Mwe 7FB217AA3D0B            0          2       094272/96000  0 STUN_APP        
 421 Mwe 7FB217ABB84C            0          1       094928/96000  0 STUN_TEST       
 422 Mwe 7FB21105735C            0          2       022464/24000  0 Manet Infra Back
 423 Mwe 7FB217DB9FB2            0          1       023408/24000  0 IDMGR CORE      
 424 Mwe 7FB218321065            0          6       047312/48000  0 MPLS Auto Mesh P
 425 Mwe 7FB21882484C      1786980  102442715      1722768/24000  0 Timer Library   
 426 Mwe 7FB218A798CA            0          1       023408/24000  0 EAP Process     
 427 Mwe 7FB218BE0F7C            0          2       022912/24000  0 Crypto Support  
 428 Mwe 7FB218C58AF5            0          1       023408/24000  0 IPSECv6 PS Proc 
 429 Msp 7FB2176980D8      2020670   52459262      3810032/12000  0 RSCMSM VOLUME MO
 430 Mwe 7FB20F5EA3F2            0          1       047360/48000  0 CCSIP_EVENT_TRAC
 431 Mwe 7FB20F6058CE            1          2     50046592/48000  0 Sip MPA         
 432 Mwe 7FB21260BCA1            0          1       035008/36000  0 QOS_MODULE_MAIN 
 433 Mwe 7FB212FE1956            0          1       023248/24000  0 IP TRUST Registe
 434 Mwe 7FB212EFB0C9            0          1       095328/96000  0 VoIP AAA        
 435 Lwe 7FB21374DFA9            1          3     33323328/24000  0 crypto engine pr
 436 Mwe 7FB213776B1E            0          1       047392/48000  0 RSA background p
 437 Mwe 7FB2135662EA         1231      58292      2142048/48000  0 Crypto CA       
 438 Mwe 7FB213566843            0          3       046944/48000  0 Crypto PKI-CRL  
 439 Mwe 7FB213567C99            0          1       047392/48000  0 Crypto PKI-Rev-P
 440 Mwe 7FB2135E5572            0          1       046896/48000  0 PKI OCSP        
 441 Mwe 7FB2135E5125            0          1       047392/48000  0 PKI Revocation  
 442 Mwe 7FB213783D05            0          1       047392/48000  0 encrypt proc    
 443 Mwe 7FB213D66AEA            0          2       023376/24000  0 COND_DEBUG HA IP
 444 Mwe 7FB214CC70F8            0          2       022688/24000  0 PIM HA          
 445 Mwe 7FB214E94580            0          2       046928/48000  0 MMON PROCESS    
 446 Lwe 7FB21866B011            0          1       034800/36000  0 QOS PERUSER     
 447 Mwe 7FB217626790            0          1       094912/96000  0 RPMS_PROC_MAIN  
 448 Mwe 7FB2176E308A            0          1       0238864/240000  0 http client proc
 449 Lwe 7FB2185359AC            1          1    100046016/48000  0 LSP Verification
 450 Mwe 7FB217FCB808            0          2       035344/36000  0 SEGMENT ROUTING 
 451 Mwe 7FB2189C58C3      1103034   52446638      2146096/48000  0 Crypto IKEv2    
 452 Mwe 7FB2189D357E            0          1       023328/24000  0 IKEv2 AAA handle
 453 Mwe 7FB2188E170E            0          3       022928/24000  0 CRYPTO MAP FREE 
 454 Mwe 7FB2188F6C2C            0          1       047360/48000  0 Crypto INT      
 455 Mwe 7FB2188D0EC4            0          3       045776/48000  0 Crypto IKE Dispa
 456 Mwe 7FB2188B9DC6            0          3       046624/48000  0 Crypto IKMP     
 457 Mwe 7FB218C12828            0          1       035328/36000  0 IPSEC manual key
 458 Mwe 7FB218911F4B        40238    2622336      1543504/48000  0 IPSEC key engine
 459 Mwe 7FB218A4927D            0          1       095392/96000  0 Crypto ACL      
 460 Mwe 7FB218A578D5            0          1       023408/24000  0 Crypto PAS Proc 
 461 Mwe 7FB218AED535            0          2       022864/24000  0 GKM GM Process  
 462 Mwe 7FB218BB162D            0          1       022752/24000  0 GKM KS PROCESS  
 463 Mwe 7FB218C629B6            0          2       022832/24000  0 Lawful Intercept
 464 Mwe 7FB218C70582            0          2       022912/24000  0 LI messaging    
 465 Lwe 7FB20E77E884            0          1       035424/36000  0 Licensing MIB pr
 466 Mwe 7FB20F98D6B6          133       7239      1821664/24000  0 AAA SEND STOP EV
 467 Mwe 7FB20F99AD09            0          1       047248/48000  0 Test AAA Client 
 468 Mwe 7FB21331D24D            0          1       021872/24000  0 dcm_cli_engine  
 469 Mwe 7FB21331D24D            0          3       021504/24000  0 dcm_cli_provider
 470 Mwe 7FB21331D24D            1          5     20021664/24000  0 DCM Core Thread 
 471 Mwe 7FB21331D24D           90       8026      1133440/36000  0 EEM ED Syslog   
 472 Mwe 7FB21331D24D            0          4       033440/36000  0 EEM ED Generic  
 473 Mwe 7FB21331D24D            1          4     25033440/36000  0 EEM ED Track    
 474 Mwe 7FB21331D24D            0          4       033456/36000  0 EEM ED Routing  
 475 Mwe 7FB21331D24D            0          4       033440/36000  0 EEM ED Resource 
 476 Mwe 7FB212C81A1F            0          1       023440/24000  0 Syslog Traps    
 477 Mwe 7FB214AB6C1B            0          1       023312/24000  0 Policy HA Timer 
 478 Mwe 7FB2120FA816      2519990   93869770      2619616/24000  0 OSPF-1 Router   
 479 Mwe 7FB216DFCB45            0          2       022928/24000  0 ICRM            
 480 Mwe 7FB217226638            0          1       022992/24000  0 Online Diag EEM 
 481 Lwe 7FB2173C82E0      1003156    7867027     12719304/24000  0 SPA ENTITY Proce
 482 Lwe 7FB217D66D9E            0          1       023392/24000  0 SONET Traps     
 483 Mwe 7FB218652C00            0          2       046864/48000  0 ISG MIB jobs Man
 484 Mwe 7FB212C965B7         1321      23777      5521816/24000  0 TACACS+         
 485 Mwe 7FB218A28368            0          1       047232/48000  0 IKEv2 FlexVPN Pr
 486 Mwe 7FB218A34574            0          1       022944/24000  0 IKEv2 Cluster Lo
 487 Lwe 7FB2184E7A0F            0          9       034560/36000  0 MPLS IFMIB Proce
 488 Mwe 7FB21331D24D            0          6       021312/24000  0 DCM snmp dp Thre
 489 Mwe 7FB21331D24D            0          3       021584/24000  0 snmp dcm ma shim
 490 Mwe 7FB21331D24D        59747    5244671      1121520/24000  0 Bulkstat-Client 
 491 Mwe 7FB21331D24D            0          3       021504/24000  0 dcm_expression_p
 492 Mwe 7FB21331D24D           43       2450      1733696/36000  0 EEM Server      
 493 Mwe 7FB21331D24D            4         33     12121456/24000  0 Call Home proces
 494 Mwe 7FB21331D24D            0          1       022080/24000  0 Call Home DS    
 495 Mwe 7FB21331D24D            0          1       022080/24000  0 Call Home DSfile
 496 Mwe 7FB21331D24D            0          3       034080/36000  0 EEM Policy Direc
 497 Mwe 7FB216CC38EA            0          1       034992/36000  0 IF Dampening    
 498 Mwe 7FB21331D24D            0          4       033440/36000  0 EEM ED CLI      
 499 Mwe 7FB21331D24D            0         44       033440/36000  0 EEM ED Counter  
 500 Mwe 7FB21331D24D            0         44       033424/36000  0 EEM ED Interface
 501 Mwe 7FB21331D24D            0          8       033440/36000  0 EEM ED IOSWD    
 502 Mwe 7FB21331D24D            0          4       033440/36000  0 EEM ED None     
 503 Mwe 7FB21331D24D            0          4       033440/36000  0 EEM ED OIR      
 504 Mwe 7FB21331D24D            0          4       033216/36000  0 EEM ED RF       
 505 Mwe 7FB21331D24D            1         44      2233440/36000  0 EEM ED SNMP     
 506 Mwe 7FB21331D24D            0          4       033440/36000  0 EEM ED SNMP Obje
 507 Mwe 7FB21331D24D            0          4       033456/36000  0 EEM ED SNMP Noti
 508 Mwe 7FB21331D24D        46178     987675      4633424/36000  0 EEM ED Timer    
 509 Mwe 7FB21331D24D            1          4     25033440/36000  0 EEM ED Ipsla    
 510 Mwe 7FB21331D24D            1          4     25033472/36000  0 EEM ED Test     
 511 Mwe 7FB21331D24D            0          4       033472/36000  0 EEM ED Config   
 512 Mwe 7FB21331D24D            0          4       033472/36000  0 EEM ED Env      
 513 Mwe 7FB21331D24D            0          4       033472/36000  0 EEM ED DS       
 514 Mwe 7FB21331D24D            0          4       033472/36000  0 EEM ED CRASH    
 515 Mwe 7FB21331D24D            0          4       033472/36000  0 EM ED GOLD      
 516 Mwe 7FB2107CCC75          264       4200      6245296/48000  0 Syslog          
 517 Mwe 7FB217FE6646        69650   10489331       646368/48000  0 LSD Main Proc   
 518 Mwe 7FB2129699EB            0          1       023376/24000  0 IP SLAs Ethernet
 519 Mwe 7FB212ED851D        84276   10489331       823392/24000  0 VDC process     
 520 Mwe 7FB21331D24D        82774    5244668      1522128/24000  0 qos_mon_periodic
 521 Mwe 7FB21331D24D            0          4       033440/36000  0 EEM ED RPC      
 522 Mwe 7FB213A6D675            0          1       023408/24000  0 ISSU Utility Pro
 523 Mwe 7FB216D3DC3C            0          1       023264/24000  0 IOSXE-RP Virtual
 524 Mwe 7FB2141EEDE0            0         16       045104/48000  0 RBM CORE        
 525 Hwe 7FB2142AA8F9            0          3       022656/24000  0 CTS credentials 
 526 Mwe 7FB217225298            0          1       022992/24000  0 Online Diag CNS 
 527 Mwe 7FB2172253D8            0          1       022992/24000  0 Online Diag CNS 
 528 Mwe 7FB218475259            0          1       022928/24000  0 MPLS TE OAM Clie
 529 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 530 Mwe 7FB214CAC57A            0          1       022416/24000  0 IPC ISSU Version
 531 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 532 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 533 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 534 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 535 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 536 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 537 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 538 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 539 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 540 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 541 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 542 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 543 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 544 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 545 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 546 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 547 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 548 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 549 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 550 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 551 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 552 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 553 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 554 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 555 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 556 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 557 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 558 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 559 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 560 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 561 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 562 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 563 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 564 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 565 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 566 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 567 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 568 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 569 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 570 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 571 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 572 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 573 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 574 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 575 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 576 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 577 Mwe 7FB214CAC57A            0          1       022416/24000  0 IPC ISSU Version
 578 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 579 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 580 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 581 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 582 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 583 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 584 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 585 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 586 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 587 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 588 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 589 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 590 Mwe 7FB214CAC57A            0          1       023184/24000  0 IPC ISSU Version
 591 Mwe 7FB214547117            0          2       022824/24000  0 CWAN OIR IPC Rea
 592 Mwe 7FB2108D878E       414118    3201844     12942768/48000  0 mdns Timer Proce
 593 Mwe 7FB21685751F      2759626  104907796      26388720/400000  0 SBC main process
 594 Mwe 7FB2109FE052            0          2       046688/48000  0 MRIB Process    
 595 Mwe 7FB21331D24D           62       4821      1221520/24000  0 EEM Helper Threa
 596 Mwe 7FB2182AAF85       618287   52446678      1120528/24000  0 mLDP Process    
 597 Mwe 7FB21706BC6C            0          1       023344/24000  0 SBC Msg Ack Time
 598 M*         0          260       1446     17937248/48000  2 SSH Process     
 599 Lwe 7FB218021B9B      1222318    5244666     23322112/24000  0 MFI LFD Stats Pr
 600 Mwe 7FB21802168D       151902    9897993      1547264/48000  0 MFI LFD Timer Pr
 601 Mwe 7FB2180213C6            1          2     50022928/24000  0 MFI LFD Main Pro
 602 Mwe 7FB2171ECAAA            0          2       022640/24000  0 DiagCard2/-1    
 603 Mwe 7FB2171ECAAA            0          2       022640/24000  0 DiagCard3/-1    
 604 Mwe 7FB21331D24D        37314     874114      4219968/24000  0 LDP Background  
 605 Mwe 7FB217338D85           17         22     77220656/24000  0 Ether-SPA backgr
 606 Mwe 7FB20EC6D9F0        47442     694897      6827984/36000  0 BGP Task        
 607 Mwe 7FB20ED6C63F            0          1       035376/36000  0 BGP BMP Server  
 608 Lwe 7FB2110ACB6B            1        385       223376/24000  0 TCP Listener    
 609 Mwe 7FB2181BEADF        18284     874326      2041136/48000  0 IPRM            
 610 Mwe 7FB2107C3E06      8278663  314139623      2645488/48000  0 IP SNMP         
 611 Lwe 7FB212ABA1C5      2868361  157033813      1893808/96000  0 PDU DISPATCHER  
 612 Lwe 7FB212AB9CA8     52379151  157484345     33288624/96000  0 SNMP ENGINE     
 613 Mwe 7FB2107C82B2            0          2       046448/48000  0 IP SNMPV6       
 614 Lwe 7FB20F94BC54        59804      35755    167241072/48000  0 SNMP ConfCopyPro
 615 Mwe 7FB212AD197B         1114       4317     25844512/48000  0 SNMP Traps      
 616 Mwe 7FB211752C0E     50881814 1082305028      4740320/48000  0 NTP             
 617 Mwe 7FB21466A31A            0          1       023392/24000  0 IFCOM Msg Hdlr  
 618 Mwe 7FB20EB8C5DA      3380853  339170546       929600/36000  0 BGP Router      
 619 Mwe 7FB2120FF387     10558671  351314366      3020352/24000  0 OSPF-1 Hello    
 620 Mwe 7FB21331D24D       945992    9242865     10243488/48000  0 LCON Main       
 621 Mwe 7FB2110291F8            0          2       034928/36000  0 IP MPLS Service 
 622 Mwe 7FB21331D24D           39        358     10821840/24000  0 LCON Addr       
 623 Mwe 7FB21331D24D            0         13       034128/36000  0 AToM manager    
 624 Mwe 7FB2185F5AB7            0          2       047360/48000  0 AToM LDP manager
 625 Cwe 7FB2151363CA            0          1       035408/36000  0 Network Synchron
 626 Mwe 7FB2123F4014            0          1       023424/24000  0 PW-MIB notifs   
 627 Mwe 7FB2184D5FF7            0          1       023424/24000  0 MPLS MIB traps  

This command only shows processes inside the IOS daemon.
Please use 'show processes platform'
to show processes from the underlying operating system.

